year,day,time,impact,cur,text,actual,forecast,previous
2022,Jul 1,9:45am,low,USD,Final Manufacturing PMI,52.7,52.4,52.4
2022,Jul 1,10:00am,high,USD,ISM Manufacturing PMI,53.0,54.6,56.1
2022,Jul 1,10:00am,low,USD,Construction Spending m/m,-0.1%,0.3%,0.8%
2022,Jul 1,10:00am,low,USD,ISM Manufacturing Prices,78.5,80.0,82.2
2022,Jul 1,All Day,low,USD,Wards Total Vehicle Sales,13.0M,13.3M,12.7M
2022,Jul 3,7:50pm,low,JPY,Monetary Base y/y,3.9%,4.9%,4.6%
2022,Jul 3,9:04pm,low,AUD,MI Inflation Gauge m/m,0.3%,,1.1%
2022,Jul 3,9:30pm,low,AUD,ANZ Job Advertisements m/m,1.4%,,1.0%
2022,Jul 3,9:30pm,low,AUD,Building Approvals m/m,9.9%,-2.0%,-3.9%
2022,Jul 4,2:00am,low,EUR,German Trade Balance,-1.0B,4.2B,3.1B
2022,Jul 4,2:30am,high,CHF,CPI m/m,0.5%,0.3%,0.7%
2022,Jul 4,3:00am,low,EUR,Spanish Unemployment Change,-42.4K,-41.3K,-99.5K
2022,Jul 4,4:30am,low,EUR,Sentix Investor Confidence,-26.4,-20.0,-15.8
2022,Jul 4,5:00am,low,EUR,PPI m/m,0.7%,1.0%,1.2%
2022,Jul 4,All Day,holiday,USD,Bank Holiday,,,
2022,Jul 4,9:30am,low,CAD,Manufacturing PMI,54.6,,56.8
2022,Jul 4,10:00am,low,EUR,German Buba President Nagel Speaks,,,
2022,Jul 4,10:30am,medium,CAD,BOC Business Outlook Survey,,,
2022,Jul 4,6:00pm,low,NZD,NZIER Business Confidence,-65,,-40
2022,Jul 4,6:30pm,low,AUD,AIG Construction Index,46.2,,50.4
2022,Jul 4,7:30pm,low,JPY,Average Cash Earnings y/y,1.0%,1.5%,1.3%
2022,Jul 4,9:02pm,low,NZD,ANZ Commodity Prices m/m,-0.4%,,-4.3%
2022,Jul 4,9:30pm,low,AUD,Retail Sales m/m,0.9%,0.9%,0.9%
2022,Jul 4,9:45pm,low,CNY,Caixin Services PMI,54.5,49.7,41.4
2022,Jul 4,11:35pm,low,JPY,10-y Bond Auction,0.25|5.0,,0.24|4.9
2022,Jul 5,12:30am,high,AUD,Cash Rate,1.35%,1.35%,0.85%
2022,Jul 5,12:30am,high,AUD,RBA Rate Statement,,,
2022,Jul 5,2:45am,low,EUR,French Industrial Production m/m,0.0%,0.1%,-0.3%
2022,Jul 5,3:15am,low,EUR,Spanish Services PMI,54.0,53.4,56.5
2022,Jul 5,3:45am,low,EUR,Italian Services PMI,51.6,51.6,53.7
2022,Jul 5,3:50am,low,EUR,French Final Services PMI,53.9,54.4,54.4
2022,Jul 5,3:55am,low,EUR,German Final Services PMI,52.4,52.4,52.4
2022,Jul 5,4:00am,low,EUR,Final Services PMI,53.0,52.8,52.8
2022,Jul 5,4:30am,low,GBP,Final Services PMI,54.3,53.4,53.4
2022,Jul 5,5:04am,low,GBP,30-y Bond Auction,2.53|2.2,,2.04|2.9
2022,Jul 5,5:30am,low,GBP,BOE Financial Stability Report,,,
2022,Jul 5,5:30am,low,GBP,FPC Meeting Minutes,,,
2022,Jul 5,5:30am,low,GBP,FPC Statement,,,
2022,Jul 5,6:00am,medium,GBP,BOE Gov Bailey Speaks,,,
2022,Jul 5,8:30am,low,CAD,Building Permits m/m,2.3%,-1.4%,-1.0%
2022,Jul 5,10:00am,low,USD,Factory Orders m/m,1.6%,0.5%,0.7%
2022,Jul 5,10:36am,low,NZD,GDT Price Index,-4.1%,,-1.3%
2022,Jul 5,12:30pm,low,GBP,MPC Member Tenreyro Speaks,,,
2022,Jul 6,2:00am,low,EUR,German Factory Orders m/m,0.1%,-0.5%,-1.8%
2022,Jul 6,4:10am,low,GBP,MPC Member Pill Speaks,,,
2022,Jul 6,4:30am,low,GBP,Construction PMI,52.6,54.9,56.4
2022,Jul 6,4:30am,low,GBP,Housing Equity Withdrawal q/q,-6.9B,-10.3B,-10.4B
2022,Jul 6,5:00am,low,EUR,Retail Sales m/m,0.2%,0.4%,-1.4%
2022,Jul 6,5:34am,low,EUR,German 10-y Bond Auction,1.22|1.1,,1.33|1.7
2022,Jul 6,9:00am,low,GBP,MPC Member Cunliffe Speaks,,,
2022,Jul 6,9:00am,low,USD,FOMC Member Williams Speaks,,,
2022,Jul 6,9:45am,low,USD,Final Services PMI,52.7,51.6,51.6
2022,Jul 6,10:00am,high,USD,JOLTS Job Openings,11.25M,11.05M,11.68M
2022,Jul 6,10:00am,medium,USD,ISM Services PMI,55.3,53.9,55.9
2022,Jul 6,2:00pm,high,USD,FOMC Meeting Minutes,,,
2022,Jul 6,6:30pm,low,AUD,AIG Services Index,48.8,,49.2
2022,Jul 6,9:30pm,low,AUD,Trade Balance,15.97B,10.70B,13.25B
2022,Jul 6,11:35pm,low,JPY,30-y Bond Auction,1.23|3.2,,1.05|3.1
2022,Jul 7,1:00am,low,JPY,Leading Indicators,101.4%,101.6%,102.9%
2022,Jul 7,1:45am,low,CHF,Unemployment Rate,2.2%,2.2%,2.2%
2022,Jul 7,2:00am,low,EUR,German Industrial Production m/m,0.2%,0.3%,1.3%
2022,Jul 7,2:07am,low,GBP,Halifax HPI m/m,1.8%,0.7%,1.2%
2022,Jul 7,3:00am,low,CHF,Foreign Currency Reserves,850B,,925B
2022,Jul 7,4:53am,low,EUR,Spanish 10-y Bond Auction,2.45|1.5,,2.15|2.0
2022,Jul 7,5:02am,low,EUR,French 10-y Bond Auction,1.92|1.9,,1.72|2.0
2022,Jul 7,7:30am,medium,EUR,ECB Monetary Policy Meeting Accounts,,,
2022,Jul 7,7:30am,low,USD,Challenger Job Cuts y/y,58.8%,,-15.8%
2022,Jul 7,8:30am,low,CAD,Trade Balance,5.3B,2.5B,2.2B
2022,Jul 7,8:30am,medium,USD,Unemployment Claims,235K,230K,231K
2022,Jul 7,8:30am,low,USD,Trade Balance,-85.5B,-85.0B,-86.7B
2022,Jul 7,9:00am,low,GBP,MPC Member Mann Speaks,,,
2022,Jul 7,10:00am,medium,CAD,Ivey PMI,62.2,74.0,72.0
2022,Jul 7,10:30am,low,USD,Natural Gas Storage,60B,75B,82B
2022,Jul 7,11:00am,low,USD,Crude Oil Inventories,8.2M,-1.6M,-2.8M
2022,Jul 7,1:00pm,medium,USD,FOMC Member Bullard Speaks,,,
2022,Jul 7,1:00pm,low,USD,FOMC Member Waller Speaks,,,
2022,Jul 7,1:30pm,low,EUR,German Buba President Nagel Speaks,,,
2022,Jul 7,7:30pm,low,JPY,Household Spending y/y,-0.5%,2.2%,-1.7%
2022,Jul 7,7:50pm,low,JPY,Bank Lending y/y,1.3%,0.9%,0.7%
2022,Jul 7,7:50pm,low,JPY,Current Account,0.01T,0.16T,0.51T
2022,Jul 8,12:59am,low,JPY,Economy Watchers Sentiment,52.9,55.0,54.0
2022,Jul 8,2:45am,low,EUR,French Trade Balance,-13.0B,-12.7B,-12.7B
2022,Jul 8,4:00am,low,EUR,Italian Industrial Production m/m,-1.1%,-1.4%,1.4%
2022,Jul 8,7:55am,medium,EUR,ECB President Lagarde Speaks,,,
2022,Jul 8,8:30am,high,CAD,Employment Change,-43.2K,20.0K,39.8K
2022,Jul 8,8:30am,high,CAD,Unemployment Rate,4.9%,5.1%,5.1%
2022,Jul 8,8:30am,high,USD,Average Hourly Earnings m/m,0.3%,0.3%,0.4%
2022,Jul 8,8:30am,high,USD,Non-Farm Employment Change,372K,260K,384K
2022,Jul 8,8:30am,high,USD,Unemployment Rate,3.6%,3.6%,3.6%
2022,Jul 8,10:00am,low,USD,Final Wholesale Inventories m/m,1.8%,2.0%,2.0%
2022,Jul 8,11:00am,low,USD,FOMC Member Williams Speaks,,,
2022,Jul 8,3:00pm,low,USD,Consumer Credit m/m,22.3B,30.0B,36.8B
2022,Jul 8,9:30pm,low,CNY,CPI y/y,2.5%,2.5%,2.1%
2022,Jul 8,9:30pm,low,CNY,PPI y/y,6.1%,6.0%,6.4%
2022,Jul 10,All Day,high,JPY,Upper House Elections,,,
2022,Jul 10,7:50pm,low,JPY,Core Machinery Orders m/m,-5.6%,-5.3%,10.8%
2022,Jul 10,7:50pm,low,JPY,M2 Money Stock y/y,3.3%,3.1%,3.1%
2022,Jul 10,8:58pm,medium,JPY,BOJ Gov Kuroda Speaks,,,
2022,Jul 11,1:59am,low,JPY,Prelim Machine Tool Orders y/y,17.1%,,23.7%
2022,Jul 11,4:00am,low,EUR,Italian Retail Sales m/m,1.9%,0.4%,0.3%
2022,Jul 11,5:00am,low,CNY,M2 Money Supply y/y,11.4%,11.0%,11.1%
2022,Jul 11,5:00am,low,CNY,New Loans,2810B,2400B,1890B
2022,Jul 11,All Day,low,EUR,Eurogroup Meetings,,,
2022,Jul 11,10:15am,high,GBP,BOE Gov Bailey Speaks,,,
2022,Jul 11,12:30pm,low,EUR,German Buba President Nagel Speaks,,,
2022,Jul 11,2:05pm,low,USD,FOMC Member Williams Speaks,,,
2022,Jul 11,6:45pm,low,NZD,Visitor Arrivals m/m,34.0%,,89.7%
2022,Jul 11,7:01pm,low,GBP,BRC Retail Sales Monitor y/y,-1.3%,-1.2%,-1.5%
2022,Jul 11,7:50pm,low,JPY,PPI y/y,9.2%,9.1%,9.3%
2022,Jul 11,8:26pm,low,AUD,Westpac Consumer Sentiment,-3.0%,,-4.5%
2022,Jul 11,9:30pm,low,AUD,NAB Business Confidence,1,,6
2022,Jul 12,4:00am,low,GBP,MPC Member Cunliffe Speaks,,,
2022,Jul 12,5:00am,low,EUR,German ZEW Economic Sentiment,-53.8,-40.6,-28.0
2022,Jul 12,5:02am,low,EUR,ZEW Economic Sentiment,-51.1,-39.0,-28.0
2022,Jul 12,5:15am,low,GBP,10-y Bond Auction,2.15|2.5,,2.30|2.8
2022,Jul 12,5:30am,low,EUR,German Buba President Nagel Speaks,,,
2022,Jul 12,5:59am,low,USD,NFIB Small Business Index,89.5,92.6,93.1
2022,Jul 12,All Day,low,EUR,ECOFIN Meetings,,,
2022,Jul 12,10:00am,low,USD,IBD/TIPP Economic Optimism,38.5,40.3,38.1
2022,Jul 12,1:00pm,medium,GBP,BOE Gov Bailey Speaks,,,
2022,Jul 12,1:01pm,low,USD,10-y Bond Auction,2.96|2.3,,3.03|2.4
2022,Jul 12,6:45pm,low,NZD,FPI m/m,1.2%,,0.7%
2022,Jul 12,10:00pm,high,NZD,Official Cash Rate,2.50%,2.50%,2.00%
2022,Jul 12,10:00pm,high,NZD,RBNZ Rate Statement,,,
2022,Jul 13,2:00am,low,EUR,German Final CPI m/m,0.1%,0.1%,0.1%
2022,Jul 13,2:00am,medium,GBP,GDP m/m,0.5%,0.1%,-0.2%
2022,Jul 13,2:00am,low,GBP,Construction Output m/m,1.5%,0.2%,0.3%
2022,Jul 13,2:00am,low,GBP,Goods Trade Balance,-21.4B,-19.8B,-21.5B
2022,Jul 13,2:00am,low,GBP,Index of Services 3m/3m,0.1%,-0.1%,0.2%
2022,Jul 13,2:00am,low,GBP,Industrial Production m/m,0.9%,0.0%,-0.1%
2022,Jul 13,2:00am,low,GBP,Manufacturing Production m/m,1.4%,0.0%,-0.6%
2022,Jul 13,2:40am,low,CNY,Trade Balance,650B,430B,503B
2022,Jul 13,2:41am,low,CNY,USD-Denominated Trade Balance,97.9B,76.8B,78.8B
2022,Jul 13,2:45am,low,EUR,French Final CPI m/m,0.7%,0.7%,0.7%
2022,Jul 13,5:00am,low,EUR,Industrial Production m/m,0.8%,0.2%,0.5%
2022,Jul 13,5:33am,low,EUR,German 30-y Bond Auction,1.41|2.1,,1.16|3.1
2022,Jul 13,6:53am,low,GBP,NIESR GDP Estimate,0.2%,,0.4%
2022,Jul 13,8:30am,high,USD,CPI m/m,1.3%,1.1%,1.0%
2022,Jul 13,8:30am,high,USD,CPI y/y,9.1%,8.7%,8.6%
2022,Jul 13,8:30am,high,USD,Core CPI m/m,0.7%,0.5%,0.6%
2022,Jul 13,9:30am,low,GBP,CB Leading Index m/m,-0.5%,,-0.1%
2022,Jul 13,10:00am,high,CAD,BOC Monetary Policy Report,,,
2022,Jul 13,10:00am,high,CAD,BOC Rate Statement,,,
2022,Jul 13,10:00am,high,CAD,Overnight Rate,2.50%,2.25%,1.50%
2022,Jul 13,10:30am,low,USD,Crude Oil Inventories,3.3M,-1.5M,8.2M
2022,Jul 13,11:00am,high,CAD,BOC Press Conference,,,
2022,Jul 13,1:01pm,low,USD,30-y Bond Auction,3.12|2.4,,3.19|2.4
2022,Jul 13,2:00pm,low,USD,Beige Book,,,
2022,Jul 13,2:00pm,low,USD,Federal Budget Balance,-88.8B,-73.0B,-66.2B
2022,Jul 13,7:01pm,low,GBP,RICS House Price Balance,65%,70%,72%
2022,Jul 13,9:02pm,low,AUD,MI Inflation Expectations,6.3%,,6.7%
2022,Jul 13,9:30pm,high,AUD,Employment Change,88.4K,30.0K,60.6K
2022,Jul 13,9:30pm,high,AUD,Unemployment Rate,3.5%,3.8%,3.9%
2022,Jul 14,12:30am,low,JPY,Revised Industrial Production m/m,-7.5%,-7.2%,-7.2%
2022,Jul 14,2:00am,low,EUR,German WPI m/m,0.1%,0.9%,1.0%
2022,Jul 14,2:30am,low,CHF,PPI m/m,0.3%,0.9%,0.9%
2022,Jul 14,All Day,holiday,EUR,French Bank Holiday,,,
2022,Jul 14,4:30am,low,GBP,BOE Credit Conditions Survey,,,
2022,Jul 14,5:00am,medium,EUR,EU Economic Forecasts,,,
2022,Jul 14,8:30am,low,CAD,Manufacturing Sales m/m,-2.0%,-2.5%,2.6%
2022,Jul 14,8:30am,high,USD,PPI m/m,1.1%,0.8%,0.8%
2022,Jul 14,8:30am,medium,USD,Core PPI m/m,0.4%,0.5%,0.5%
2022,Jul 14,8:30am,medium,USD,Unemployment Claims,244K,235K,235K
2022,Jul 14,10:30am,low,USD,Natural Gas Storage,58B,56B,60B
2022,Jul 14,11:00am,medium,USD,FOMC Member Waller Speaks,,,
2022,Jul 14,6:30pm,low,NZD,BusinessNZ Manufacturing Index,49.7,,52.6
2022,Jul 14,10:00pm,high,CNY,GDP q/y,0.4%,1.2%,4.8%
2022,Jul 14,10:00pm,medium,CNY,Retail Sales y/y,3.1%,0.3%,-6.7%
2022,Jul 14,10:00pm,low,CNY,Fixed Asset Investment ytd/y,6.1%,6.0%,6.2%
2022,Jul 14,10:00pm,low,CNY,Industrial Production y/y,3.9%,4.0%,0.7%
2022,Jul 14,10:00pm,low,CNY,NBS Press Conference,,,
2022,Jul 14,10:00pm,low,CNY,Unemployment Rate,5.5%,5.7%,5.9%
2022,Jul 15,12:30am,low,JPY,Tertiary Industry Activity m/m,0.8%,0.5%,0.7%
2022,Jul 15,5:00am,low,EUR,Trade Balance,-26.0B,-34.8B,-31.8B
2022,Jul 15,8:30am,low,CAD,Foreign Securities Purchases,2.35B,25.55B,22.17B
2022,Jul 15,8:30am,low,CAD,Wholesale Sales m/m,1.6%,2.0%,-0.5%
2022,Jul 15,8:30am,high,USD,Core Retail Sales m/m,1.0%,0.7%,0.6%
2022,Jul 15,8:30am,high,USD,Retail Sales m/m,1.0%,0.9%,-0.1%
2022,Jul 15,8:30am,medium,USD,Empire State Manufacturing Index,11.1,-2.1,-1.2
2022,Jul 15,8:30am,low,USD,Import Prices m/m,0.2%,0.7%,0.5%
2022,Jul 15,9:00am,medium,USD,FOMC Member Bullard Speaks,,,
2022,Jul 15,9:15am,low,USD,Capacity Utilization Rate,80.0%,80.7%,80.3%
2022,Jul 15,9:15am,low,USD,Industrial Production m/m,-0.2%,0.1%,0.0%
2022,Jul 15,10:00am,high,USD,Prelim UoM Consumer Sentiment,51.1,49.0,50.0
2022,Jul 15,10:00am,low,USD,Business Inventories m/m,1.4%,1.3%,1.3%
2022,Jul 15,10:00am,low,USD,Prelim UoM Inflation Expectations,5.2%,,5.3%
2022,Jul 16,10:30pm,medium,AUD,RBA Gov Lowe Speaks,,,
2022,Jul 17,6:30pm,low,NZD,BusinessNZ Services Index,55.4,,55.3
2022,Jul 17,6:45pm,high,NZD,CPI q/q,1.7%,1.5%,1.8%
2022,Jul 17,7:10pm,low,GBP,Rightmove HPI m/m,0.4%,,0.3%
2022,Jul 17,All Day,holiday,JPY,Bank Holiday,,,
2022,Jul 18,4:00am,low,EUR,Italian Trade Balance,-0.01B,-2.32B,-3.64B
2022,Jul 18,5:00am,medium,GBP,MPC Member Saunders Speaks,,,
2022,Jul 18,8:13am,low,CAD,Housing Starts,274K,285K,282K
2022,Jul 18,10:00am,low,USD,NAHB Housing Market Index,55,66,67
2022,Jul 18,4:00pm,low,USD,TIC Long-Term Purchases,155.3B,84.1B,87.2B
2022,Jul 18,9:30pm,high,AUD,Monetary Policy Meeting Minutes,,,
2022,Jul 18,11:00pm,low,AUD,RBA Deputy Gov Bullock Speaks,,,
2022,Jul 19,2:00am,low,CHF,Trade Balance,3.80B,3.05B,2.99B
2022,Jul 19,2:00am,low,GBP,Average Earnings Index 3m/y,6.2%,6.7%,6.8%
2022,Jul 19,2:00am,low,GBP,Claimant Count Change,-20.0K,-41.2K,-34.7K
2022,Jul 19,2:00am,low,GBP,Unemployment Rate,3.8%,3.8%,3.8%
2022,Jul 19,5:00am,low,EUR,Final CPI y/y,8.6%,8.6%,8.6%
2022,Jul 19,5:00am,low,EUR,Final Core CPI y/y,3.7%,3.7%,3.7%
2022,Jul 19,8:30am,low,USD,Building Permits,1.69M,1.64M,1.70M
2022,Jul 19,8:30am,low,USD,Housing Starts,1.56M,1.57M,1.59M
2022,Jul 19,10:30am,low,AUD,CB Leading Index m/m,0.0%,,0.6%
2022,Jul 19,10:34am,low,NZD,GDT Price Index,-5.0%,,-4.1%
2022,Jul 19,11:00am,high,GBP,BOE Gov Bailey Speaks,,,
2022,Jul 19,2:35pm,medium,USD,FOMC Member Brainard Speaks,,,
2022,Jul 19,7:10pm,high,AUD,RBA Gov Lowe Speaks,,,
2022,Jul 19,8:30pm,low,AUD,MI Leading Index m/m,-0.2%,,-0.1%
2022,Jul 20,2:00am,low,EUR,German PPI m/m,0.6%,1.6%,1.6%
2022,Jul 20,2:00am,high,GBP,CPI y/y,9.4%,9.3%,9.1%
2022,Jul 20,2:00am,low,GBP,Core CPI y/y,5.8%,5.8%,5.9%
2022,Jul 20,2:00am,low,GBP,PPI Input m/m,1.8%,1.2%,2.4%
2022,Jul 20,2:00am,low,GBP,PPI Output m/m,1.4%,1.0%,1.6%
2022,Jul 20,2:00am,low,GBP,RPI y/y,11.8%,11.8%,11.7%
2022,Jul 20,4:00am,low,EUR,Current Account,-4.5B,4.5B,-3.9B
2022,Jul 20,4:30am,low,GBP,HPI y/y,12.8%,11.9%,11.9%
2022,Jul 20,8:30am,high,CAD,CPI m/m,0.7%,0.9%,1.4%
2022,Jul 20,8:30am,medium,CAD,Common CPI y/y,4.6%,4.2%,4.5%
2022,Jul 20,8:30am,medium,CAD,Median CPI y/y,4.9%,5.1%,4.9%
2022,Jul 20,8:30am,medium,CAD,Trimmed CPI y/y,5.5%,5.6%,5.4%
2022,Jul 20,8:30am,low,CAD,IPPI m/m,-1.1%,-0.6%,1.8%
2022,Jul 20,8:30am,low,CAD,RMPI m/m,-0.1%,4.1%,2.7%
2022,Jul 20,8:32am,low,CAD,Core CPI m/m,0.3%,,0.8%
2022,Jul 20,10:00am,low,EUR,Consumer Confidence,-27,-25,-24
2022,Jul 20,10:00am,medium,USD,Existing Home Sales,5.12M,5.37M,5.41M
2022,Jul 20,10:30am,low,USD,Crude Oil Inventories,-0.4M,2.1M,3.3M
2022,Jul 20,6:45pm,low,NZD,Trade Balance,-701M,240M,195M
2022,Jul 20,7:50pm,low,JPY,Trade Balance,-1.93T,-2.10T,-1.89T
2022,Jul 20,9:30pm,low,AUD,NAB Quarterly Business Confidence,5,,15
2022,Jul 20,11:00pm,low,NZD,Credit Card Spending y/y,3.5%,,2.3%
2022,Jul 20,11:05pm,high,JPY,BOJ Outlook Report,,,
2022,Jul 20,11:05pm,high,JPY,Monetary Policy Statement,,,
2022,Jul 20,11:05pm,low,JPY,BOJ Policy Rate,-0.10%,-0.10%,-0.10%
2022,Jul 21,2:00am,low,GBP,Public Sector Net Borrowing,22.1B,21.3B,11.8B
2022,Jul 21,2:30am,high,JPY,BOJ Press Conference,,,
2022,Jul 21,4:00am,low,GBP,MPC Member Pill Speaks,,,
2022,Jul 21,4:49am,low,EUR,Spanish 10-y Bond Auction,2.54|1.6,,2.45|1.5
2022,Jul 21,8:15am,high,EUR,Main Refinancing Rate,0.50%,0.25%,0.00%
2022,Jul 21,8:15am,high,EUR,Monetary Policy Statement,,,
2022,Jul 21,8:30am,low,CAD,NHPI m/m,0.2%,0.6%,0.5%
2022,Jul 21,8:30am,medium,USD,Philly Fed Manufacturing Index,-12.3,0.9,-3.3
2022,Jul 21,8:30am,medium,USD,Unemployment Claims,251K,240K,244K
2022,Jul 21,8:45am,high,EUR,ECB Press Conference,,,
2022,Jul 21,10:00am,low,USD,CB Leading Index m/m,-0.8%,-0.6%,-0.6%
2022,Jul 21,10:30am,low,USD,Natural Gas Storage,32B,45B,58B
2022,Jul 21,7:00pm,low,AUD,Flash Manufacturing PMI,55.7,,56.2
2022,Jul 21,7:00pm,low,AUD,Flash Services PMI,50.4,,52.6
2022,Jul 21,7:01pm,low,GBP,GfK Consumer Confidence,-41,-42,-41
2022,Jul 21,7:30pm,low,JPY,National Core CPI y/y,2.2%,2.2%,2.1%
2022,Jul 21,8:30pm,low,JPY,Flash Manufacturing PMI,52.2,53.1,52.7
2022,Jul 22,2:00am,medium,GBP,Retail Sales m/m,-0.1%,-0.2%,-0.8%
2022,Jul 22,3:15am,high,EUR,French Flash Services PMI,52.1,52.6,53.9
2022,Jul 22,3:15am,medium,EUR,French Flash Manufacturing PMI,49.6,51.1,51.4
2022,Jul 22,3:30am,high,EUR,German Flash Manufacturing PMI,49.2,50.6,52.0
2022,Jul 22,3:30am,high,EUR,German Flash Services PMI,49.2,51.4,52.4
2022,Jul 22,4:00am,low,EUR,Flash Manufacturing PMI,49.6,51.0,52.1
2022,Jul 22,4:00am,low,EUR,Flash Services PMI,50.6,52.0,53.0
2022,Jul 22,4:30am,high,GBP,Flash Manufacturing PMI,52.2,52.1,52.8
2022,Jul 22,4:30am,high,GBP,Flash Services PMI,53.3,52.9,54.3
2022,Jul 22,6:00am,low,EUR,German Buba Monthly Report,,,
2022,Jul 22,8:30am,medium,CAD,Core Retail Sales m/m,1.9%,1.8%,1.1%
2022,Jul 22,8:30am,medium,CAD,Retail Sales m/m,2.2%,1.6%,0.7%
2022,Jul 22,9:45am,high,USD,Flash Services PMI,47.0,52.6,52.7
2022,Jul 22,9:45am,medium,USD,Flash Manufacturing PMI,52.3,52.0,52.7
2022,Jul 25,4:00am,medium,EUR,German ifo Business Climate,88.6,90.0,92.2
2022,Jul 25,6:00am,low,GBP,CBI Industrial Order Expectations,8,13,18
2022,Jul 25,8:55am,low,EUR,Belgian NBB Business Climate,-2.8,-1.5,-1.8
2022,Jul 25,7:50pm,low,JPY,Monetary Policy Meeting Minutes,,,
2022,Jul 25,7:50pm,low,JPY,SPPI y/y,2.0%,2.0%,1.9%
2022,Jul 26,12:59am,low,JPY,BOJ Core CPI y/y,1.6%,1.5%,1.5%
2022,Jul 26,6:00am,low,GBP,CBI Realized Sales,-4,-10,-5
2022,Jul 26,9:00am,low,USD,HPI m/m,1.4%,1.5%,1.5%
2022,Jul 26,9:00am,low,USD,S&P/CS Composite-20 HPI y/y,20.5%,20.5%,21.2%
2022,Jul 26,9:59am,medium,USD,Richmond Manufacturing Index,0,-13,-11
2022,Jul 26,10:00am,high,USD,CB Consumer Confidence,95.7,97.3,98.4
2022,Jul 26,10:00am,low,USD,New Home Sales,590K,663K,642K
2022,Jul 26,7:01pm,low,GBP,BRC Shop Price Index y/y,4.4%,,3.1%
2022,Jul 26,9:30pm,high,AUD,CPI q/q,1.8%,1.9%,2.1%
2022,Jul 26,9:30pm,high,AUD,Trimmed Mean CPI q/q,1.5%,1.5%,1.5%
2022,Jul 27,2:00am,low,EUR,German GfK Consumer Climate,-30.6,-29.0,-27.7
2022,Jul 27,4:00am,low,CHF,Credit Suisse Economic Expectations,-57.2,,-72.7
2022,Jul 27,4:00am,low,EUR,M3 Money Supply y/y,5.7%,5.4%,5.8%
2022,Jul 27,4:00am,low,EUR,Private Loans y/y,4.6%,4.6%,4.6%
2022,Jul 27,5:33am,low,EUR,German 10-y Bond Auction,0.94|1.1,,1.22|1.1
2022,Jul 27,8:30am,medium,USD,Core Durable Goods Orders m/m,0.3%,0.2%,0.5%
2022,Jul 27,8:30am,medium,USD,Durable Goods Orders m/m,1.9%,-0.5%,0.8%
2022,Jul 27,8:30am,low,USD,Goods Trade Balance,-98.2B,-103.2B,-104.0B
2022,Jul 27,8:30am,low,USD,Prelim Wholesale Inventories m/m,1.9%,1.5%,1.8%
2022,Jul 27,10:00am,medium,USD,Pending Home Sales m/m,-8.6%,-1.1%,0.4%
2022,Jul 27,10:30am,low,USD,Crude Oil Inventories,-4.5M,-1.5M,-0.4M
2022,Jul 27,2:00pm,high,USD,FOMC Statement,,,
2022,Jul 27,2:00pm,high,USD,Federal Funds Rate,2.50%,2.50%,1.75%
2022,Jul 27,2:30pm,high,USD,FOMC Press Conference,,,
2022,Jul 27,9:00pm,low,NZD,ANZ Business Confidence,-56.7,,-62.6
2022,Jul 27,9:30pm,low,AUD,Import Prices q/q,4.3%,4.5%,5.1%
2022,Jul 27,9:30pm,low,AUD,Retail Sales m/m,0.2%,0.5%,0.9%
2022,Jul 28,All Day,low,EUR,German Prelim CPI m/m,0.9%,0.6%,0.1%
2022,Jul 28,3:00am,low,EUR,Spanish Unemployment Rate,12.5%,13.2%,13.6%
2022,Jul 28,5:15am,low,EUR,Italian 10-y Bond Auction,3.36|1.7,,3.47|1.6
2022,Jul 28,8:30am,high,USD,Advance GDP q/q,-0.9%,0.4%,-1.6%
2022,Jul 28,8:30am,medium,USD,Advance GDP Price Index q/q,8.7%,7.9%,8.2%
2022,Jul 28,8:30am,medium,USD,Unemployment Claims,256K,253K,261K
2022,Jul 28,10:30am,low,USD,Natural Gas Storage,15B,19B,32B
2022,Jul 28,12:58pm,low,USD,President Biden Speaks,,,
2022,Jul 28,1:32pm,medium,USD,Treasury Sec Yellen Speaks,,,
2022,Jul 28,2:38pm,low,USD,President Biden Speaks,,,
2022,Jul 28,7:30pm,low,JPY,Tokyo Core CPI y/y,2.3%,2.2%,2.1%
2022,Jul 28,7:30pm,low,JPY,Unemployment Rate,2.6%,2.5%,2.6%
2022,Jul 28,7:50pm,low,JPY,BOJ Summary of Opinions,,,
2022,Jul 28,7:50pm,low,JPY,Prelim Industrial Production m/m,8.9%,4.3%,-7.5%
2022,Jul 28,7:50pm,low,JPY,Retail Sales y/y,1.5%,2.8%,3.7%
2022,Jul 28,9:08pm,low,CNY,Foreign Direct Investment ytd/y,17.4%,,17.3%
2022,Jul 28,9:30pm,low,AUD,PPI q/q,1.4%,1.4%,1.6%
2022,Jul 28,9:30pm,low,AUD,Private Sector Credit m/m,0.9%,0.7%,0.9%
2022,Jul 29,12:59am,low,JPY,Consumer Confidence,30.2,31.4,32.1
2022,Jul 29,1:00am,low,JPY,Housing Starts y/y,-2.2%,-1.6%,-4.3%
2022,Jul 29,1:30am,medium,EUR,French Flash GDP q/q,0.5%,0.2%,-0.2%
2022,Jul 29,1:30am,low,EUR,French Consumer Spending m/m,0.2%,-1.0%,0.4%
2022,Jul 29,2:00am,low,EUR,German Import Prices m/m,1.0%,1.0%,0.9%
2022,Jul 29,2:30am,low,CHF,Retail Sales y/y,1.2%,1.2%,-1.3%
